Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Europe & Central Asia,ECS,Population density (people per sq. km of land area),EN.POP.DNST,,24.65215072,24.94264865,25.23555917,25.52591937,25.80792055,26.05501058,26.29537389,26.52636176,26.75219221,26.95766177,27.16293773,27.3874749,27.60590105,27.81683426,28.02150379,28.22275675,28.41623979,28.60746885,28.799656,28.99670377,29.18900054,29.36383646,29.53060056,29.70451607,29.88126666,30.06301123,30.24705095,30.43157861,30.61125118,30.76045734,30.90207434,31.02922752,31.14478694,31.22736299,31.28411833,31.33445906,31.30291222,31.34141242,31.3709089,31.37742336,31.41802167,31.47670957,31.55913592,31.65353162,31.75010989,31.85347245,31.96835658,32.09860492,32.23029921,32.35461712,32.43624544,32.57230658,32.72646142,32.88625862,33.04365467,33.19610012,33.33023597,33.46513189,,
Ecuador,ECU,Population density (people per sq. km of land area),EN.POP.DNST,,16.88401965,17.3717707,17.87670134,18.39999278,18.94226629,19.50376391,20.08384626,20.68147305,21.29521384,21.92376824,22.56689062,23.2241692,23.89410129,24.57477243,25.26489669,25.96368661,26.67144921,27.38893585,28.11758416,28.85849588,29.61151568,30.37637986,31.15371334,31.94430718,32.74855151,33.56622598,34.39661899,35.23905144,36.09258055,36.95612628,37.82861942,38.70874512,39.59495015,40.48548259,41.37842797,42.27414391,43.1709724,49.11599694,50.09709696,51.05944194,51.9997866,52.9210219,53.83184893,54.74467708,55.66857384,56.60889032,57.56384684,58.52689241,59.48793687,60.4409607,61.37817281,62.30512965,63.24478177,64.22869222,65.27629248,66.40004429,67.58480029,68.78868175,,
"Egypt, Arab Rep.",EGY,Population density (people per sq. km of land area),EN.POP.DNST,,27.49132252,28.24075142,29.00334823,29.78037571,30.57212517,31.38038073,32.2030338,33.03214426,33.85718921,34.67160581,35.47331358,36.26767693,37.06520066,37.88050229,38.72534231,39.6029233,40.51392737,41.46439902,42.46063087,43.50701994,44.60305691,45.74744688,46.94187152,48.18789693,49.48388367,50.83364709,52.22934351,53.64332312,55.03911296,56.3910543,57.68702496,58.9349681,60.15436034,61.37506053,62.61895022,63.89233914,65.1888794,66.502857,67.82419107,69.1461761,70.47331458,71.81178663,73.15897031,74.5110985,75.86877191,77.22503692,78.58970918,80.00007936,81.5056487,83.13951982,84.91561605,86.81725853,88.80871967,90.83796675,92.86508313,94.87877041,96.88341253,98.87346929,,
Euro area,EMU,Population density (people per sq. km of land area),EN.POP.DNST,,101.1466539,102.0873475,103.0493449,103.99724,104.9374102,105.8135232,106.571626,107.2865231,108.0092443,108.5989206,109.1978064,109.9352475,110.6358253,111.2686333,111.8498184,112.3543076,112.805501,113.2636553,113.7295316,114.2230756,114.6615652,114.9757171,115.2088288,115.4017915,115.6204972,115.9088744,116.2293211,116.6179321,117.1173096,117.6559521,118.2023635,118.7519395,119.2388863,119.5862189,119.8946158,120.2056226,120.494252,120.749725,121.0633837,119.998518,120.4843742,121.0519141,121.6885546,122.3767627,123.0172992,123.6224332,124.2631668,124.897045,125.3073887,125.5387913,125.2755021,125.5384608,125.9000473,126.3345077,126.7442799,127.0964788,127.3510005,127.6046691,,
Eritrea,ERI,Population density (people per sq. km of land area),EN.POP.DNST,,10.2309703,10.49986139,10.78073267,11.07088119,11.36820792,11.6720297,11.98318812,12.30331683,12.63488119,12.97965347,13.33837624,13.71086139,14.09664356,14.49488119,14.90533663,15.32648515,15.75861386,16.20563366,16.67266337,17.16253465,17.66892079,18.18636634,18.71839604,19.27034653,19.8409604,20.44350495,21.06358416,21.63965347,22.09050495,22.36290099,22.43918812,22.35243564,22.16461386,21.96465347,21.8239802,21.74716832,21.73444554,21.84586139,22.15252475,22.69718812,23.51209901,24.56493069,25.75220792,26.92874257,27.98672277,28.89311881,29.66867327,30.32454455,30.89029703,31.39044554,31.82150495,,,,,,,,,
Spain,ESP,Population density (people per sq. km of land area),EN.POP.DNST,,61.50556245,62.07404458,62.62085518,63.24621834,63.93671616,64.59480972,65.39466765,66.25542038,66.91154908,67.65883189,68.47911081,69.23940334,70.00869783,70.78206103,71.56876088,72.33783454,73.09051928,73.79916722,74.45115506,75.06189561,75.59890882,76.0541625,76.43018041,76.74668429,77.02529233,77.25577447,77.45638115,77.62081331,77.74259971,77.82180442,78.02013455,78.40318156,78.81079209,79.18690533,79.53718164,79.86915746,80.20460716,80.53721969,80.86431804,81.29832465,81.94337639,83.02251924,84.50881393,85.98480508,87.4654972,88.97614934,90.61490052,92.12932237,92.97506517,93.15193096,93.50783588,93.50683713,93.2009456,92.92273645,92.95268301,93.04926587,93.26780444,93.67719744,,
Estonia,EST,Population density (people per sq. km of land area),EN.POP.DNST,,28.90014154,29.29046945,29.6970276,30.12705827,30.53941967,30.87041755,31.11455532,31.4039632,31.73505544,32.08483133,32.48301486,32.85015334,33.16704411,33.45527247,33.71908469,33.96027365,34.21115829,34.44652041,34.63866478,34.84828969,35.09473933,35.34828969,35.59200283,35.82488795,36.06466148,36.33380514,36.61762208,36.84595423,36.99294645,37.01755131,36.83213022,36.1663364,35.24718094,34.50139184,33.89087049,33.39452701,33.01568766,32.70007077,32.79650861,32.95553197,32.7462845,32.53951404,32.33592828,32.14319415,31.95977825,31.77188016,31.62727058,31.5425808,31.48183534,31.41012031,31.31490918,31.20301958,30.31969174,30.24028065,30.26011042,30.2689211,30.30559006,30.41124914,,
Ethiopia,ETH,Population density (people per sq. km of land area),EN.POP.DNST,,22.671191,23.221389,23.79843,24.397022,25.013626,25.641044,26.280132,26.94439,27.652709,28.415077,29.248643,30.140804,31.036662,31.861352,32.566854,33.128149,33.577242,33.993301,34.487799,35.141712,35.984528,36.995248,38.142674,39.374348,40.652141,41.965693,43.329231,44.757203,46.272299,47.887865,49.609969,51.423585,53.295566,55.180998,57.047908,58.88353,60.697443,62.507724,64.343013,66.224804,68.159423,70.142091,72.170584,74.239505,76.346311,78.489206,80.674348,82.916235,85.233913,87.639964,90.139927,92.726971,95.385785,98.094253,100.835458,103.603501,106.400024,109.224559,,
European Union,EUU,Population density (people per sq. km of land area),EN.POP.DNST,,90.70113205,91.50834674,92.3435847,93.18352154,93.98558406,94.74328187,95.4688524,96.14620502,96.8041854,97.33502439,97.85657605,98.5124136,99.14979306,99.7614458,100.3609051,100.9064004,101.3987527,101.8639575,102.3132652,102.7749235,103.1977755,103.5366069,103.8094953,104.050351,104.3006102,104.5908622,104.8993959,105.2401321,105.6243209,105.9783962,106.2911444,106.6009222,106.9485709,107.214141,107.417642,107.589992,107.7540352,107.8992372,108.0778988,107.3369058,107.4929066,107.7715969,108.1428352,108.5547566,108.9482456,109.3204888,109.6897423,110.0571539,110.2924328,110.4090439,110.2166131,110.4708132,110.7013297,110.9791873,111.2371603,111.4621168,111.6231333,111.7848642,,
Fragile and conflict affected situations,FCS,Population density (people per sq. km of land area),EN.POP.DNST,,11.34758846,11.60867072,11.87973541,12.16122611,12.45351916,12.75728948,13.07282624,13.39941965,13.73622211,14.08287103,14.43791084,14.80238544,15.18063843,15.57938285,16.00193605,16.45073147,16.9229467,17.40959375,17.8981628,18.3797138,18.85229508,19.31931424,19.78481407,20.25491143,20.73511543,21.22402965,21.72263065,22.24116,22.79242008,23.50421426,24.14856972,24.83733737,25.55322136,26.27334876,26.98188247,27.67238509,28.35136839,29.01959324,29.7027714,30.42815774,31.19493766,31.99478732,32.82314509,33.67141422,34.53357685,35.40849313,36.29814399,37.20504048,38.13743865,39.08372152,40.05343926,41.04579535,42.05276082,43.0623487,44.06902296,45.06933084,46.06926339,47.11922029,,
Finland,FIN,Population density (people per sq. km of land area),EN.POP.DNST,,14.64593388,14.74586493,14.85048426,14.93333005,14.98319708,15.0394596,15.12112676,15.18916905,15.1803572,15.12297515,15.14207295,15.23246659,15.31921928,15.39963229,15.4681375,15.51483634,15.55829804,15.60303359,15.64296267,15.69170032,15.75877081,15.84731278,15.9420434,16.02745658,16.09444171,16.14680062,16.19266227,16.23980104,16.29853574,16.37096096,16.46061919,16.55337339,16.63366164,16.70551561,16.76939492,16.82449522,16.87460192,16.91945894,16.95877737,16.99402147,17.03275879,17.07409304,17.11485604,17.16462129,17.22346761,17.31698399,17.39195633,17.48403751,17.56785456,17.64841066,17.73099477,17.81556155,17.89783145,17.97200303,18.03011089,18.08200783,18.1244908,18.14854727,,
Fiji,FJI,Population density (people per sq. km of land area),EN.POP.DNST,,22.29058566,23.07963875,23.88029557,24.66020799,25.39507389,26.0757526,26.70941434,27.30925014,27.8984127,28.49272031,29.09879584,29.71231527,30.33048714,30.94772852,31.56135742,32.15966065,32.74745484,33.35429666,34.02216749,34.77323481,35.63333333,36.57799672,37.52036125,38.34061303,38.95867542,39.33437329,39.50645868,39.56923919,39.66031746,39.87810619,40.25183361,40.74816639,41.32255063,41.90525452,42.44252874,42.93300493,43.39003831,43.79622332,44.13262178,44.39003831,44.54980843,44.62271483,44.66754242,44.76518883,44.97011494,45.31308155,45.76847291,46.27044335,46.72342638,47.06174056,47.26048166,47.34915161,47.37865353,47.42490421,47.5438971,47.75035577,48.02731253,48.35703339,,
France,FRA,Population density (people per sq. km of land area),EN.POP.DNST,,86.27369422,87.48694337,88.72466445,89.90805418,90.98086181,91.91633623,92.7299952,93.45997841,94.16551526,94.88853676,95.64388677,96.41419755,97.17135922,97.87355583,98.49294598,99.02006416,99.47239318,99.88174839,100.2931454,100.7395007,101.2303438,101.7574711,102.3141839,102.8874408,103.4664212,104.0534317,104.6497799,105.2422966,105.8141125,106.3537461,106.9447506,107.477848,107.9445515,108.3471039,108.7392155,109.1249243,109.5116375,109.9160399,110.4829669,111.2420962,112.0546543,112.8725213,113.613134,114.5154765,115.3840639,116.1913406,116.9124418,117.5676412,118.1740731,118.75934,119.3351212,119.9141093,120.5330001,121.1053241,121.5367038,121.8578248,122.1140081,122.2994372,,
Faroe Islands,FRO,Population density (people per sq. km of land area),EN.POP.DNST,,25.1260734,25.44699029,25.76575819,26.07879542,26.39469799,26.70343723,27.00931114,27.30945439,27.62893862,27.94340852,28.26504174,28.59956895,28.93051449,29.26217637,29.58380959,29.88681818,30.1819471,30.47134537,30.75644565,31.04369492,31.32163187,31.59598716,31.86819345,32.15687538,32.47134529,32.82091547,33.20128795,33.54584381,33.78653147,33.86389537,33.75358019,33.48065756,33.14183236,32.8481361,32.68266333,32.6755,32.80515616,33.02005586,33.26360886,33.47779223,33.66547131,33.83452574,33.97707588,34.09741971,34.18481226,34.23495552,34.25859449,34.25501283,34.24641684,34.25071483,34.25716183,34.27148847,34.30658876,34.35529936,34.4204856,34.50787815,34.62105866,34.73996983,,
"Micronesia, Fed. Sts.",FSM,Population density (people per sq. km of land area),EN.POP.DNST,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.1,144.8414286,148.45,151.4714286,153.6128571,154.7442857,154.9714286,154.5828571,153.9728571,153.4314286,153.1042857,152.9,152.7157143,152.3214286,151.6128571,150.53,149.2057143,147.9185714,147.1071429,147.0157143,147.7857143,149.2942857,151.3228571,153.4942857,155.5642857,157.45,159.2271429,160.9142857,,
Gabon,GAB,Population density (people per sq. km of land area),EN.POP.DNST,,1.962972018,1.984270579,2.00869329,2.037082315,2.069938293,2.107781271,2.150265844,2.195699926,2.24180541,2.287088136,2.330938798,2.373982225,2.41751077,2.463391159,2.513043816,2.566856832,2.62450033,2.685904451,2.750758722,2.818830287,2.890115264,2.964761129,3.04288819,3.124597353,3.209950712,3.298979315,3.391419257,3.48689797,3.58486048,3.68489929,3.786948422,3.890941902,3.996499398,4.103135794,4.210602709,4.319303761,4.429456281,4.540928319,4.653440447,4.767182831,4.882225327,4.999864167,5.122649125,5.253987659,5.396627469,5.550324058,5.714964878,5.893351962,6.088904413,6.303178484,6.537955525,6.790398572,7.051930764,7.310901541,7.558838825,7.792420538,8.013439671,8.224764233,,
United Kingdom,GBR,Population density (people per sq. km of land area),EN.POP.DNST,,218.2449469,220.104989,221.7583599,223.2050593,224.6436986,225.8855867,227.1053611,228.2135328,229.1644277,230.0799818,231.0429587,231.8276568,232.2759765,232.4224941,232.4052412,232.3480676,232.2716984,232.2841483,232.4926673,232.7707023,232.8517712,232.7683255,232.8477163,233.2165172,233.746406,234.288414,234.7871285,235.3090853,235.9224197,236.6287191,237.3616211,238.0043897,238.5756789,239.1838342,239.8174265,240.4288431,241.0488736,241.7523292,242.5596908,243.4279089,244.366854,245.4035423,246.5489067,247.9556277,249.6639772,251.5058901,253.4719258,255.4747034,257.4144174,259.4401893,261.4756748,263.3001901,265.0695366,267.0288844,269.1531393,271.2007316,273.049473,274.7089819,,
Georgia,GEO,Population density (people per sq. km of land area),EN.POP.DNST,,64.79582911,65.78781623,66.76405752,67.71230624,68.6098184,69.3988593,70.08292802,70.7215088,71.38633262,72.07914903,72.8331992,73.57325309,74.22408062,74.87140908,75.42601211,75.97186746,76.49147976,76.93936107,77.50796039,78.16403653,78.80786592,79.47793835,80.17950243,80.86707023,81.57913153,82.30693866,82.98925785,83.81503901,84.0354806,84.01273662,84.60582946,85.26365513,85.92148081,84.60890864,81.48854054,78.58390776,76.10331012,74.24344799,72.73158613,71.33088981,70.23291578,69.60556702,69.13705868,68.71024179,68.27511459,67.88808216,67.53486826,67.33001505,66.73464782,66.24960635,65.72030162,65.23800693,65.04195388,65.07250079,65.17505861,65.21405578,65.22278596,65.19733021,65.04776234,
Ghana,GHA,Population density (people per sq. km of land area),EN.POP.DNST,,30.09710381,31.08012218,32.08278105,33.06878791,34.01368111,34.90116903,35.74230025,36.57277841,37.44403182,38.39103015,39.43589699,40.56267469,41.72258065,42.84567109,43.88655182,44.82361343,45.68626176,46.54241452,47.48753626,48.58976883,49.87381999,51.31767162,52.88553661,54.52078755,56.18182737,57.85724268,59.55885119,61.294902,63.08082095,64.92606575,66.83381823,68.79377692,70.78652105,72.78576954,74.77391667,76.7447306,78.7069746,80.67661071,82.67715127,84.72732706,86.82837303,88.97943658,91.19407137,93.48827898,95.8716797,98.35217984,100.9226773,103.5590446,106.2272128,108.9022545,111.5747121,114.2500176,116.9361079,119.646972,122.3925683,125.1733585,127.9839633,130.8214292,,
Gibraltar,GIB,Population density (people per sq. km of land area),EN.POP.DNST,,2381.3,2431.3,2488.9,2547.9,2607.3,2663.3,2717.3,2768.5,2816.6,2860.6,2900.6,2935.8,2965,2988.6,3006.7,3018,3023.4,3023.2,3016.9,3006.5,2990.2,2969.1,2948.2,2928.3,2915.4,2909.4,2911.5,2915.9,2918.7,2914.7,2902.2,2884,2867.5,2860.2,2869.2,2897.1,2940.8,2994.7,3052.9,3107.7,3160.2,3210.2,3255.5,3292.8,3321.9,3341.7,3351.7,3355.9,3356.5,3358.5,3361.2,3364.6,3369.2,3372.5,3373.6,3373.7,3372.8,3371.8,,
Guinea,GIN,Population density (people per sq. km of land area),EN.POP.DNST,,14.45574231,14.69733436,14.94610125,15.20395572,15.47169543,15.75045987,16.03879619,16.33182077,16.62298551,16.90788296,17.18643578,17.46106951,17.73301726,18.00435455,18.27790982,18.55462315,18.83801481,19.13713169,19.46318981,19.82514651,20.22461338,20.66206251,21.14376119,21.67655055,22.26396712,22.9098893,23.60949862,24.34676054,25.09960524,25.85171333,26.59506349,27.33207716,28.06920886,28.81782517,29.58499512,30.37515058,31.18213821,31.99080661,32.78016848,33.53707472,34.25476559,34.9425118,35.62222448,36.32485349,37.073014,37.87817434,38.73580498,39.63369689,40.55212844,41.47882142,42.40790737,43.35027267,44.33017255,45.38082777,46.52485756,47.77161403,49.11093521,50.52221227,,
"Gambia, The",GMB,Population density (people per sq. km of land area),EN.POP.DNST,,36.80286561,37.53893281,38.30444664,39.13152174,40.04535573,41.05513834,42.15701581,43.34021739,44.58774704,45.89031621,47.24466403,48.65869565,50.14150198,51.70464427,53.3576087,55.11907115,56.99179842,58.94624506,60.94545455,62.96897233,64.97816206,67.00721344,69.18962451,71.70889328,74.68250988,78.17658103,82.11689723,86.30869565,90.4777668,94.42618577,98.09021739,101.5291502,104.8282609,108.1237154,111.5192688,115.0287549,118.6290514,122.3443676,126.198913,130.2078063,134.394664,138.7609684,143.2732213,147.8781621,152.5435771,157.2574111,162.0403162,166.9253953,171.9643281,177.1932806,182.6232213,188.2421937,194.0425889,200.0041502,206.1126482,212.3655138,218.7642292,225.3065217,,
Guinea-Bissau,GNB,Population density (people per sq. km of land area),EN.POP.DNST,,22.1465505,22.36426031,22.5821835,22.82403983,23.10775249,23.43506401,23.79932432,24.19743954,24.62329303,25.06895448,25.54637269,26.04989331,26.53531294,26.9443101,27.24000711,27.39761735,27.44441679,27.45881935,27.55071124,27.79790185,28.22923186,28.81952347,29.52371977,30.27297297,31.01575391,31.73975818,32.45924609,33.18083215,33.9185633,34.68211238,35.47375533,36.28556188,37.10608108,37.921266,38.72169275,39.50330725,40.27418208,41.05160028,41.86098862,42.7205192,43.63819346,44.61070413,45.63673542,46.71024182,47.82823613,48.989367,50.19711949,51.45576102,52.77101707,54.14647937,55.58282361,57.07606686,58.6151138,60.18630868,61.77816501,63.38680654,65.01230441,66.65394737,,
Equatorial Guinea,GNQ,Population density (people per sq. km of land area),EN.POP.DNST,,9.226060606,9.348270945,9.483065954,9.647700535,9.85026738,10.10716578,10.40249554,10.67426025,10.83778966,10.83714795,10.65404635,10.32089127,9.898253119,9.474901961,9.11942959,8.84,8.633012478,8.544670232,8.626737968,8.910124777,9.425098039,10.14723708,10.98773619,11.82003565,12.55322638,13.15590018,13.65351159,14.08060606,14.49625668,14.94431373,15.4314795,15.94531194,16.49329768,17.0801426,17.71008913,18.39048128,19.12513369,19.91058824,20.74046346,21.61073084,22.51928699,23.47180036,24.48,25.55967914,26.72139037,27.96777184,29.29365419,30.68948307,32.14256684,33.64131907,35.18192513,36.7626025,38.37479501,40.00983957,41.66017825,43.32188948,44.99112299,46.66573975,,
Greece,GRC,Population density (people per sq. km of land area),EN.POP.DNST,,65.15166796,65.54098526,65.78452289,66.02349884,66.33307215,66.82429015,67.37073701,67.81043445,68.05868115,68.21416602,68.51075252,68.95754849,69.27141971,69.52693561,70.18262995,71.28122576,72.21473235,73.15716835,74.0749263,74.80608999,75.47982933,75.94657099,76.38965865,76.77114818,77.06982157,77.32515904,77.58413499,77.86643134,78.27384019,79.10622188,80.06149728,80.67541505,81.15139643,81.55874321,81.94067494,82.30256012,82.70953452,83.16919317,83.48873545,83.83093871,84.2678976,84.5773623,84.77944143,84.98945694,85.23905353,85.49543832,85.71352211,85.94135764,86.16770365,86.27882855,86.1512723,85.68666408,85.06757952,84.50281614,83.94788984,83.5994647,83.43428239,83.26518231,,
Grenada,GRD,Population density (people per sq. km of land area),EN.POP.DNST,,268.6088235,272.0117647,274.7441176,276.8323529,278.3411765,279.2176471,279.4705882,279.1970588,278.6117647,277.8676471,277.1205882,276.4205882,275.4970588,274.0911765,272.0411765,269.0441176,265.3735294,262.0617647,260.5882353,261.8588235,266.4911765,273.8882353,282.4088235,289.6382353,293.9588235,294.6794118,292.4588235,288.5882353,285.0705882,283.3264706,283.7058824,285.7794118,288.9117647,292.2117647,294.9647059,297.0617647,298.7264706,300.0617647,301.2705882,302.45,303.6735294,304.8058824,305.8970588,306.9029412,307.8264706,308.6264706,309.3823529,310.1647059,311.1441176,312.45,314.1058824,316.0176471,318.1470588,320.3,322.35,324.2970588,326.1,327.8058824,,
Greenland,GRL,Population density (people per sq. km of land area),EN.POP.DNST,,0.098624524,0.102429031,0.106526193,0.110038045,0.114720515,0.118525022,0.122622183,0.127011999,0.131401814,0.13579163,0.138132865,0.141352063,0.143400644,0.144863916,0.14515657,0.145449224,0.144571261,0.143985953,0.14515657,0.146912496,0.149253731,0.150717003,0.152472929,0.154228856,0.155692128,0.156570091,0.158326017,0.160374598,0.161837869,0.162715833,0.162423178,0.161837869,0.161545215,0.162423178,0.163301141,0.163593796,0.136435619,0.136679254,0.136679254,0.13692289,0.137288342,0.137919357,0.138299427,0.138655135,0.138713607,0.138321355,0.137787794,0.137234742,0.137222561,0.138640517,0.138603971,0.138409063,0.137612377,0.137154343,0.136713363,0.136888781,0.136854672,0.136491656,,
Guatemala,GTM,Population density (people per sq. km of land area),EN.POP.DNST,,39.67815416,40.860433,42.07207913,43.30715752,44.55938783,45.82670773,47.10185704,48.37714632,49.64632325,50.90702688,52.16090892,53.41320455,54.67026876,55.93784994,57.21492161,58.51047966,59.84198395,61.23477977,62.71539754,64.29960806,65.98717805,67.77396417,69.63965099,71.57393617,73.57254573,75.63382792,77.75705487,79.93963233,82.17613848,84.45422732,86.75638298,89.06359649,91.36449235,93.6685517,95.99464352,98.32905935,100.6752706,103.0815136,105.5531728,108.1537981,110.783548,113.3586973,115.8579134,118.3474057,120.8313923,123.3046846,125.7653695,128.2129433,130.6475364,133.0691209,135.512458,137.9427212,140.3880272,142.8360956,145.272667,147.7014744,150.1252146,152.5471258,,
Guam,GUM,Population density (people per sq. km of land area),EN.POP.DNST,,126.0592593,128.8962963,132.0111111,135.2796296,138.5740741,141.8648148,145.1925926,148.55,151.9259259,155.3277778,158.7518519,162.1981481,165.6740741,169.2166667,172.8740741,176.6388889,180.512963,184.5,188.6,192.8388889,197.1944444,201.6777778,206.3,211.0388889,215.8740741,220.8,225.7759259,230.8759259,236.1518519,241.6333333,247.3296296,253.1333333,258.9222222,264.4481481,269.5574074,274.1851852,278.3388889,281.9944444,285.0981481,287.6462963,289.6314815,291.0666667,292.0685185,292.7796296,293.337037,293.7925926,294.1611111,294.5111111,294.862963,295.2666667,295.7259259,296.2888889,297.05,298.1777778,299.7277778,301.7611111,304.2240741,306.9777778,,
Guyana,GUY,Population density (people per sq. km of land area),EN.POP.DNST,,2.995648416,3.082125972,3.164938234,3.242565197,3.31385288,3.378175995,3.435875146,3.4881094,3.536907122,3.583620558,3.628102283,3.670113365,3.710619694,3.750937929,3.788879858,3.830840742,3.873121666,3.912242824,3.943378207,3.963185166,3.971206502,3.968737617,3.957063754,3.938120396,3.913817628,3.883393447,3.847843536,3.813253747,3.787579375,3.776017272,3.781935484,3.802905766,3.831059182,3.85519939,3.867366015,3.86484633,3.850495301,3.829199898,3.808351537,3.793319787,3.785654051,3.783535687,3.785334011,3.788351537,3.790515621,3.791430023,3.792095504,3.793837948,3.798415037,3.807142494,3.820309881,3.837434595,3.857175514,3.877978156,3.898562357,3.918547117,3.938130556,3.957348235,,
High income,HIC,Population density (people per sq. km of land area),EN.POP.DNST,,22.41389894,22.70168188,22.98745085,23.27054388,23.54298638,23.80025771,24.04267921,24.26152611,24.5317287,24.77517138,25.03940853,25.29477473,25.52432585,25.78557213,26.03452228,26.24579051,26.46322909,26.6820281,26.90978959,27.13107194,27.35279502,27.5623505,27.75817178,27.94482885,28.13149207,28.32633728,28.52105058,28.71960007,28.931204,29.15290683,29.38586607,29.55742269,29.78352341,29.99883759,30.25072039,30.45297445,30.59002921,30.78272022,30.9732611,31.13084347,31.32176793,31.51597375,31.71453445,31.92588234,32.14265438,32.37945014,32.62325852,32.89658668,33.13141792,33.34268537,33.49529912,33.69008945,33.88274759,34.08183096,34.27597628,34.45833406,34.62733364,34.78289151,,
"Hong Kong SAR, China",HKG,Population density (people per sq. km of land area),EN.POP.DNST,,3105.980392,3240.392157,3353.823529,3435.882353,3527.352941,3558.72549,3649.803922,3728.137255,3788.137255,3881.372549,3965.980392,4042.745098,4158.431373,4291.960784,4417.425743,4473.267327,4583.7,4667.5,4929.7,5063.1,5183.4,5317.676768,5399.090909,5452.424242,5511.313131,5580.40404,5636.868687,5684.444444,5743.636364,5762.121212,5810.10101,5859.090909,5960.606061,6096.363636,5862.952381,6129.047619,6180.285714,6232.095238,6291.904762,6347.619048,6394.571429,6422.952381,6410.285714,6460.47619,6488.761905,6530.571429,6586.952381,6626.47619,6640.761905,6689.714286,6734.857143,6809.619048,6837.047619,6885.238095,6944.095238,6987.238095,7039.714286,7096.190476,,
Honduras,HND,Population density (people per sq. km of land area),EN.POP.DNST,,18.73633926,19.26576995,19.81145768,20.37758513,20.96715524,21.58193762,22.22195907,22.88611136,23.57237465,24.27968541,25.00780231,25.75845026,26.53489141,27.34148717,28.18172312,29.05661811,29.96536777,30.90620252,31.87643221,32.87406381,33.89864152,34.95075521,36.02935919,37.13343462,38.26223076,39.41611404,40.59535258,41.80019662,43.03067298,44.28727321,45.5678881,46.87351863,48.21174368,49.59299312,51.0234516,52.50521941,54.03252301,55.59394048,57.17357226,58.75868263,60.34419519,61.92926088,63.5116543,65.09029404,66.66355349,68.23038699,69.78745196,71.32858164,72.84632228,74.3361337,75.79471803,77.22487264,78.63545446,80.03922603,81.44531236,82.85633211,84.27038162,85.68703191,,
Heavily indebted poor countries (HIPC),HPC,Population density (people per sq. km of land area),EN.POP.DNST,,9.527481257,9.757302379,9.996434959,10.24532415,10.5043004,10.77352975,11.05301718,11.34273105,11.64255627,11.95238491,12.27222546,12.6020433,12.94159892,13.29089817,13.64929481,14.017344,14.39538053,14.78210605,15.17575892,15.57551859,15.98123856,16.39475755,16.81973511,17.26105206,17.72260722,18.2047065,18.70747685,19.2342399,19.7888737,20.37351288,20.99125,21.6399918,22.31033891,22.98930033,23.66802029,24.34247596,25.01672528,25.69990449,26.40534748,27.14268918,27.91562222,28.72129797,29.554985,30.40914232,31.27868137,32.16221619,33.06284833,33.9852947,34.93623073,35.91899258,36.93706286,37.98848631,39.07134069,40.18325849,41.32211591,42.48783785,43.68003626,44.89578165,,
Croatia,HRV,Population density (people per sq. km of land area),EN.POP.DNST,,74.53571812,75.06192094,75.57994992,76.06646396,76.56810946,77.10071544,77.60119835,78.08313361,78.54569844,78.91704525,79.2572885,79.60228939,79.95279914,80.31944196,80.70259345,81.12920766,81.55197639,81.93677339,82.18168485,82.27118583,82.48093364,82.88739045,83.31700948,83.71105348,84.08901806,84.44725452,84.77454838,85.05109998,85.26667859,85.44746915,83.86732248,81.84256841,82.28336612,83.2055804,82.6333393,81.40580564,81.0096463,81.06125917,80.71180469,79.91954928,76.9029154,76.94820247,76.97011268,76.922802,77.02189064,77.04001072,77.02317727,77.01402788,76.93318442,76.75888134,76.49431737,76.2608649,76.04876698,75.73961758,75.11801287,74.59522873,73.7049857,73.04937455,,
Haiti,HTI,Population density (people per sq. km of land area),EN.POP.DNST,,143.0313498,145.8335631,148.6848694,151.5833454,154.5258345,157.5224238,160.569775,163.6361756,166.6788462,169.6745283,172.6118287,175.520029,178.4697025,181.5569666,184.8540276,188.3756168,192.1124456,196.0819666,200.297061,204.7595428,209.4835269,214.4494557,219.5798984,224.7709361,229.9445936,235.0704282,240.1576197,245.2185414,250.2813861,255.36709,260.4719521,265.583926,270.707148,275.8461538,281.0051887,286.1866473,291.3906386,296.6139332,301.8525762,307.104717,312.3664369,317.6396952,322.9355588,328.2683962,333.6461538,339.0705733,344.5329463,350.021045,355.5169086,361.0058781,366.4847605,371.9495646,377.38291,382.7651669,388.0820755,393.3225689,398.4893324,403.5985486,,
